@RELATION overall_satisfaction

@ATTRIBUTE room_type {PrivateRoom,EntireHome,SharedRoom}
@ATTRIBUTE neighborhood {LesCorts,SantsMontjuic,CiutatVella,SantMarti,Gracia,Horta,Sarria,Eixample,SantAndreu,NouBarris}
@ATTRIBUTE reviews NUMERIC
@ATTRIBUTE overall_satisfaction NUMERIC
@ATTRIBUTE accommodates NUMERIC
@ATTRIBUTE bedrooms NUMERIC
@ATTRIBUTE price NUMERIC
@ATTRIBUTE latitude NUMERIC
@ATTRIBUTE longitude NUMERIC

@DATA
PrivateRoom,SantMarti,50,9.0,1,1.0,24.0,41.413,2.2
PrivateRoom,SantsMontjuic,14,10.0,3,1.0,57.0,41.375,2.141
PrivateRoom,SantsMontjuic,9,10.0,1,1.0,48.0,41.374,2.16
PrivateRoom,NouBarris,17,10.0,1,1.0,36.0,41.46,2.177
EntireHome,CiutatVella,68,8.0,4,2.0,96.0,41.387,2.18
EntireHome,Eixample,25,10.0,8,3.0,409.0,41.386,2.164
PrivateRoom,SantAndreu,13,10.0,2,1.0,23.0,41.435,2.207
PrivateRoom,SantMarti,6,8.0,4,3.0,60.0,41.393,2.191
PrivateRoom,SantAndreu,5,5.0,2,1.0,36.0,41.423,2.189
EntireHome,Eixample,11,10.0,4,2.0,142.0,41.407,2.179
EntireHome,Eixample,59,8.0,4,2.0,90.0,41.406,2.183
EntireHome,LesCorts,5,9.0,4,2.0,96.0,41.388,2.137
EntireHome,NouBarris,138,9.0,2,0.0,60.0,41.428,2.169
PrivateRoom,Eixample,26,8.0,2,1.0,66.0,41.401,2.17
EntireHome,Sarria,112,10.0,4,2.0,96.0,41.394,2.15
PrivateRoom,Eixample,60,9.0,2,1.0,60.0,41.376,2.15
PrivateRoom,CiutatVella,154,10.0,2,1.0,45.0,41.383,2.167
EntireHome,Sarria,22,10.0,4,2.0,138.0,41.394,2.132
PrivateRoom,CiutatVella,3,10.0,2,1.0,36.0,41.377,2.19
EntireHome,Gracia,5,9.0,4,0.0,229.0,41.401,2.155
PrivateRoom,Horta,79,9.0,1,1.0,30.0,41.42,2.171
PrivateRoom,Sarria,3,5.0,2,1.0,58.0,41.396,2.146
PrivateRoom,Gracia,19,10.0,2,1.0,38.0,41.403,2.158
PrivateRoom,SantMarti,8,9.0,1,2.0,42.0,41.405,2.19
PrivateRoom,Gracia,30,9.0,2,1.0,54.0,41.411,2.147
PrivateRoom,SantMarti,37,9.0,2,1.0,59.0,41.391,2.189
EntireHome,Eixample,101,10.0,5,3.0,96.0,41.403,2.182
EntireHome,Eixample,22,8.0,6,2.0,126.0,41.389,2.166
PrivateRoom,SantsMontjuic,36,9.0,2,1.0,54.0,41.374,2.156
EntireHome,CiutatVella,7,7.0,5,2.0,157.0,41.385,2.167
PrivateRoom,CiutatVella,101,9.0,2,1.0,54.0,41.378,2.172
PrivateRoom,CiutatVella,4,10.0,2,1.0,72.0,41.378,2.175
PrivateRoom,SantsMontjuic,21,10.0,2,1.0,60.0,41.376,2.141
EntireHome,CiutatVella,29,8.0,5,3.0,144.0,41.387,2.177
EntireHome,Gracia,76,9.0,2,1.0,74.0,41.402,2.161
EntireHome,SantsMontjuic,26,8.0,12,5.0,301.0,41.354,2.147
EntireHome,Eixample,9,9.0,6,3.0,108.0,41.384,2.143
PrivateRoom,Eixample,7,8.0,2,1.0,50.0,41.378,2.155
PrivateRoom,SantsMontjuic,113,9.0,1,1.0,23.0,41.371,2.133
PrivateRoom,SantMarti,55,9.0,2,1.0,34.0,41.419,2.201
PrivateRoom,Gracia,18,9.0,1,1.0,22.0,41.407,2.159
EntireHome,Eixample,28,8.0,4,2.0,84.0,41.406,2.174
PrivateRoom,SantsMontjuic,6,9.0,2,1.0,36.0,41.369,2.162
EntireHome,SantMarti,5,10.0,2,1.0,144.0,41.404,2.196
PrivateRoom,SantMarti,5,8.0,1,1.0,24.0,41.423,2.199
PrivateRoom,CiutatVella,3,10.0,3,1.0,81.0,41.38,2.18
PrivateRoom,Eixample,52,10.0,1,1.0,37.0,41.386,2.162
EntireHome,CiutatVella,9,10.0,2,0.0,108.0,41.387,2.181
EntireHome,CiutatVella,45,9.0,3,1.0,84.0,41.385,2.18
EntireHome,CiutatVella,31,9.0,4,2.0,167.0,41.381,2.179
PrivateRoom,CiutatVella,18,10.0,2,1.0,48.0,41.383,2.174
EntireHome,CiutatVella,205,10.0,3,1.0,157.0,41.384,2.179
EntireHome,Eixample,17,9.0,6,4.0,100.0,41.378,2.159
PrivateRoom,Eixample,8,9.0,2,1.0,72.0,41.386,2.16
EntireHome,CiutatVella,13,10.0,2,1.0,138.0,41.376,2.17
PrivateRoom,CiutatVella,45,9.0,2,1.0,32.0,41.378,2.189
EntireHome,Eixample,31,8.0,6,4.0,180.0,41.398,2.181
PrivateRoom,SantsMontjuic,5,10.0,1,1.0,42.0,41.381,2.137
EntireHome,Eixample,130,9.0,4,3.0,228.0,41.396,2.182
EntireHome,Eixample,10,6.0,2,1.0,60.0,41.384,2.155
PrivateRoom,SantsMontjuic,5,10.0,2,1.0,78.0,41.376,2.129
PrivateRoom,CiutatVella,34,9.0,2,1.0,66.0,41.385,2.182
PrivateRoom,Gracia,47,10.0,2,1.0,52.0,41.4,2.158
PrivateRoom,CiutatVella,7,10.0,2,1.0,54.0,41.384,2.18
EntireHome,Eixample,4,5.0,16,7.0,481.0,41.389,2.166
EntireHome,Eixample,68,8.0,5,3.0,108.0,41.386,2.162
PrivateRoom,SantMarti,10,10.0,2,1.0,50.0,41.393,2.186
PrivateRoom,SantMarti,28,10.0,2,1.0,24.0,41.413,2.179
PrivateRoom,Gracia,47,9.0,1,1.0,78.0,41.398,2.16
PrivateRoom,Horta,5,8.0,2,1.0,60.0,41.413,2.171
EntireHome,Gracia,8,10.0,4,2.0,95.0,41.413,2.155
EntireHome,Eixample,110,8.0,7,3.0,150.0,41.404,2.176
PrivateRoom,SantMarti,56,8.0,2,1.0,39.0,41.415,2.212
EntireHome,SantMarti,23,9.0,4,2.0,108.0,41.41,2.21
EntireHome,Horta,82,7.0,4,2.0,96.0,41.416,2.168
PrivateRoom,Eixample,15,8.0,2,1.0,54.0,41.388,2.161
EntireHome,Eixample,6,9.0,6,2.0,163.0,41.382,2.161
PrivateRoom,SantMarti,4,10.0,4,1.0,121.0,41.403,2.201
PrivateRoom,Gracia,7,9.0,2,1.0,90.0,41.4,2.16
EntireHome,Eixample,11,9.0,2,1.0,68.0,41.401,2.182
EntireHome,SantsMontjuic,3,10.0,3,1.0,108.0,41.374,2.159
PrivateRoom,Gracia,30,10.0,2,1.0,30.0,41.409,2.156
PrivateRoom,CiutatVella,25,9.0,2,1.0,60.0,41.379,2.167
PrivateRoom,Gracia,12,9.0,2,1.0,48.0,41.409,2.165
EntireHome,Eixample,159,9.0,4,2.0,78.0,41.399,2.178
EntireHome,Eixample,49,8.0,4,2.0,84.0,41.402,2.176
EntireHome,Eixample,32,9.0,5,2.0,121.0,41.39,2.156
EntireHome,NouBarris,3,10.0,2,2.0,108.0,41.429,2.166
EntireHome,Eixample,15,10.0,5,3.0,180.0,41.39,2.144
EntireHome,Eixample,9,9.0,6,3.0,312.0,41.392,2.176
PrivateRoom,SantMarti,3,10.0,2,1.0,42.0,41.406,2.197
EntireHome,Eixample,11,9.0,3,1.0,157.0,41.391,2.18
PrivateRoom,SantsMontjuic,11,8.0,3,1.0,84.0,41.369,2.144
PrivateRoom,CiutatVella,33,8.0,1,1.0,36.0,41.376,2.172
PrivateRoom,Eixample,16,9.0,2,1.0,42.0,41.376,2.151
PrivateRoom,Eixample,13,10.0,2,1.0,54.0,41.407,2.179
PrivateRoom,CiutatVella,6,9.0,2,1.0,60.0,41.381,2.17
EntireHome,CiutatVella,3,8.0,6,2.0,193.0,41.389,2.173
EntireHome,Eixample,44,9.0,6,4.0,107.0,41.377,2.154
EntireHome,Eixample,6,9.0,2,1.0,84.0,41.4,2.164
PrivateRoom,CiutatVella,141,10.0,3,1.0,60.0,41.383,2.169
EntireHome,SantMarti,6,8.0,4,2.0,186.0,41.41,2.18
PrivateRoom,Eixample,17,9.0,1,1.0,30.0,41.377,2.156
PrivateRoom,Eixample,26,8.0,4,1.0,35.0,41.379,2.152
PrivateRoom,Eixample,67,9.0,3,1.0,30.0,41.391,2.167
PrivateRoom,SantAndreu,61,10.0,3,1.0,56.0,41.434,2.187
EntireHome,LesCorts,3,9.0,3,2.0,240.0,41.386,2.136
PrivateRoom,SantsMontjuic,161,10.0,2,1.0,48.0,41.372,2.136
PrivateRoom,SantMarti,26,9.0,4,2.0,72.0,41.406,2.184
PrivateRoom,Gracia,19,10.0,1,1.0,30.0,41.42,2.151
EntireHome,SantsMontjuic,43,10.0,5,3.0,180.0,41.374,2.166
PrivateRoom,SantsMontjuic,31,10.0,1,1.0,30.0,41.372,2.16
EntireHome,Horta,51,10.0,8,3.0,144.0,41.413,2.163
PrivateRoom,SantsMontjuic,91,9.0,2,1.0,24.0,41.374,2.169
EntireHome,CiutatVella,9,9.0,2,0.0,84.0,41.379,2.176
PrivateRoom,Gracia,18,10.0,1,1.0,50.0,41.402,2.155
EntireHome,Eixample,8,10.0,4,2.0,541.0,41.39,2.174
EntireHome,Gracia,145,10.0,3,2.0,100.0,41.399,2.157
EntireHome,CiutatVella,3,10.0,4,0.0,204.0,41.382,2.175
EntireHome,Eixample,6,9.0,10,4.0,310.0,41.395,2.179
EntireHome,CiutatVella,15,9.0,4,1.0,132.0,41.38,2.166
EntireHome,SantsMontjuic,11,9.0,3,2.0,66.0,41.37,2.14
PrivateRoom,Eixample,11,10.0,1,1.0,37.0,41.397,2.176
EntireHome,Eixample,42,9.0,6,2.0,96.0,41.405,2.172
EntireHome,SantMarti,44,9.0,4,2.0,174.0,41.408,2.202
EntireHome,CiutatVella,32,9.0,4,2.0,72.0,41.381,2.165
PrivateRoom,SantMarti,58,9.0,2,1.0,44.0,41.403,2.2
PrivateRoom,Gracia,50,9.0,2,1.0,34.0,41.404,2.165
EntireHome,SantMarti,19,7.0,5,2.0,96.0,41.411,2.178
EntireHome,Eixample,7,8.0,5,3.0,157.0,41.392,2.159
PrivateRoom,CiutatVella,33,9.0,3,1.0,60.0,41.38,2.166
PrivateRoom,Eixample,24,9.0,2,1.0,48.0,41.377,2.152
EntireHome,CiutatVella,45,10.0,2,1.0,180.0,41.388,2.173
EntireHome,Horta,14,9.0,4,2.0,96.0,41.427,2.168
PrivateRoom,Gracia,132,10.0,4,1.0,74.0,41.397,2.156
EntireHome,CiutatVella,20,9.0,4,2.0,180.0,41.379,2.176
PrivateRoom,SantsMontjuic,5,10.0,1,1.0,28.0,41.373,2.128
PrivateRoom,SantAndreu,11,9.0,1,1.0,30.0,41.424,2.18
EntireHome,SantMarti,104,8.0,4,3.0,96.0,41.41,2.179
PrivateRoom,CiutatVella,23,10.0,2,1.0,60.0,41.383,2.181
PrivateRoom,Eixample,4,9.0,2,1.0,229.0,41.393,2.151
PrivateRoom,Eixample,3,10.0,1,2.0,78.0,41.384,2.159
SharedRoom,Gracia,20,9.0,1,1.0,36.0,41.413,2.156
PrivateRoom,SantMarti,6,10.0,2,1.0,42.0,41.408,2.202
PrivateRoom,Eixample,4,10.0,1,1.0,34.0,41.377,2.162
EntireHome,SantMarti,23,10.0,2,1.0,144.0,41.403,2.197
PrivateRoom,Sarria,10,9.0,1,1.0,48.0,41.398,2.12
PrivateRoom,Eixample,65,9.0,3,1.0,58.0,41.378,2.155
PrivateRoom,Eixample,24,9.0,2,1.0,48.0,41.381,2.16
PrivateRoom,Eixample,7,8.0,2,2.0,54.0,41.399,2.168
PrivateRoom,Gracia,6,8.0,2,1.0,66.0,41.404,2.155
EntireHome,CiutatVella,15,9.0,2,1.0,138.0,41.385,2.173
PrivateRoom,Eixample,74,10.0,1,1.0,24.0,41.391,2.156
EntireHome,CiutatVella,36,9.0,4,1.0,72.0,41.378,2.176
PrivateRoom,SantsMontjuic,36,9.0,2,1.0,24.0,41.358,2.138
EntireHome,Gracia,10,9.0,4,1.0,132.0,41.397,2.156
EntireHome,Eixample,55,8.0,4,1.0,90.0,41.401,2.173
PrivateRoom,CiutatVella,94,8.0,4,1.0,45.0,41.377,2.17
EntireHome,SantMarti,95,9.0,5,2.0,111.0,41.392,2.184
EntireHome,Eixample,3,10.0,6,3.0,424.0,41.398,2.162
PrivateRoom,Gracia,22,9.0,2,1.0,65.0,41.406,2.16
EntireHome,Eixample,4,8.0,8,3.0,229.0,41.393,2.171
PrivateRoom,Eixample,45,10.0,2,1.0,60.0,41.393,2.169
EntireHome,SantsMontjuic,4,10.0,2,1.0,118.0,41.372,2.158
PrivateRoom,Eixample,7,9.0,2,1.0,54.0,41.409,2.171
PrivateRoom,CiutatVella,21,9.0,2,1.0,52.0,41.38,2.19
EntireHome,CiutatVella,17,9.0,2,1.0,102.0,41.382,2.189
PrivateRoom,CiutatVella,3,10.0,2,1.0,38.0,41.38,2.178
PrivateRoom,CiutatVella,83,10.0,5,2.0,80.0,41.377,2.177
PrivateRoom,Gracia,16,9.0,3,1.0,42.0,41.4,2.156
EntireHome,SantsMontjuic,95,9.0,3,2.0,65.0,41.372,2.161
PrivateRoom,Eixample,9,10.0,2,1.0,54.0,41.383,2.157
EntireHome,Eixample,30,6.0,3,2.0,117.0,41.383,2.161
PrivateRoom,SantsMontjuic,11,10.0,2,1.0,60.0,41.374,2.139
EntireHome,CiutatVella,103,9.0,10,4.0,199.0,41.382,2.189
EntireHome,Eixample,9,10.0,8,3.0,259.0,41.397,2.176
EntireHome,Eixample,3,10.0,4,0.0,94.0,41.392,2.167
PrivateRoom,CiutatVella,101,9.0,3,1.0,24.0,41.379,2.168
PrivateRoom,SantMarti,3,10.0,1,1.0,36.0,41.416,2.185
EntireHome,CiutatVella,10,9.0,2,1.0,108.0,41.386,2.18
EntireHome,Gracia,3,9.0,2,1.0,67.0,41.408,2.16
PrivateRoom,CiutatVella,183,10.0,2,1.0,60.0,41.389,2.18
EntireHome,CiutatVella,7,10.0,4,2.0,180.0,41.379,2.169
EntireHome,CiutatVella,8,10.0,5,2.0,210.0,41.387,2.179
EntireHome,Eixample,3,9.0,6,2.0,163.0,41.394,2.171
EntireHome,CiutatVella,73,10.0,10,4.0,541.0,41.38,2.172
EntireHome,Gracia,138,10.0,2,1.0,72.0,41.418,2.143
EntireHome,Eixample,37,9.0,4,2.0,144.0,41.38,2.155
PrivateRoom,CiutatVella,20,9.0,2,1.0,60.0,41.375,2.169
EntireHome,SantsMontjuic,6,8.0,6,3.0,144.0,41.378,2.128
PrivateRoom,Gracia,43,10.0,3,1.0,32.0,41.403,2.153
PrivateRoom,Eixample,138,10.0,2,1.0,48.0,41.389,2.159
PrivateRoom,Sarria,6,10.0,1,1.0,66.0,41.397,2.129
PrivateRoom,Eixample,29,9.0,2,1.0,70.0,41.387,2.16
EntireHome,Gracia,35,9.0,4,1.0,84.0,41.4,2.161
PrivateRoom,Horta,6,9.0,2,1.0,28.0,41.411,2.166
EntireHome,SantMarti,48,9.0,4,2.0,126.0,41.397,2.202
EntireHome,Eixample,9,9.0,9,3.0,379.0,41.388,2.167
EntireHome,Eixample,74,8.0,8,3.0,180.0,41.395,2.162
EntireHome,Eixample,6,9.0,4,2.0,331.0,41.386,2.166
PrivateRoom,CiutatVella,8,9.0,2,1.0,54.0,41.379,2.188
EntireHome,SantMarti,13,8.0,5,2.0,85.0,41.391,2.185
PrivateRoom,Eixample,21,10.0,2,1.0,36.0,41.402,2.17
PrivateRoom,SantMarti,8,9.0,2,1.0,50.0,41.395,2.193
PrivateRoom,Eixample,15,9.0,2,1.0,72.0,41.389,2.159
EntireHome,CiutatVella,14,9.0,10,4.0,240.0,41.385,2.175
EntireHome,CiutatVella,38,7.0,6,1.0,80.0,41.378,2.168
EntireHome,Eixample,82,10.0,6,2.0,331.0,41.391,2.171
EntireHome,Eixample,4,10.0,3,2.0,216.0,41.376,2.158
EntireHome,Eixample,14,9.0,12,6.0,337.0,41.39,2.157
EntireHome,Eixample,45,9.0,12,6.0,276.0,41.384,2.161
PrivateRoom,SantAndreu,3,9.0,1,1.0,30.0,41.417,2.188
PrivateRoom,CiutatVella,39,9.0,2,1.0,66.0,41.385,2.186
EntireHome,Gracia,90,9.0,9,2.0,84.0,41.4,2.16
PrivateRoom,Gracia,54,10.0,1,1.0,27.0,41.41,2.146
PrivateRoom,Eixample,39,9.0,1,1.0,36.0,41.398,2.183
EntireHome,Eixample,69,9.0,2,1.0,96.0,41.387,2.168
PrivateRoom,Gracia,3,10.0,2,1.0,65.0,41.412,2.157
PrivateRoom,CiutatVella,51,10.0,2,1.0,94.0,41.379,2.176
PrivateRoom,SantMarti,16,10.0,2,1.0,72.0,41.391,2.198
EntireHome,Eixample,24,10.0,4,2.0,240.0,41.389,2.17
EntireHome,SantsMontjuic,46,9.0,7,3.0,199.0,41.372,2.162
EntireHome,Gracia,13,9.0,5,3.0,114.0,41.412,2.151
EntireHome,Eixample,61,8.0,2,0.0,121.0,41.387,2.171
EntireHome,Eixample,6,9.0,6,2.0,240.0,41.39,2.164
EntireHome,SantsMontjuic,37,10.0,2,1.0,132.0,41.374,2.165
EntireHome,CiutatVella,5,7.0,2,1.0,72.0,41.381,2.167
PrivateRoom,SantsMontjuic,16,9.0,2,1.0,48.0,41.373,2.129
PrivateRoom,CiutatVella,144,9.0,3,1.0,52.0,41.381,2.178
PrivateRoom,Eixample,9,9.0,2,1.0,48.0,41.379,2.158
PrivateRoom,Sarria,25,8.0,2,1.0,36.0,41.4,2.147
PrivateRoom,SantsMontjuic,68,9.0,3,1.0,48.0,41.375,2.133
EntireHome,CiutatVella,47,9.0,4,1.0,101.0,41.385,2.185
EntireHome,SantMarti,22,9.0,2,1.0,108.0,41.405,2.196
EntireHome,CiutatVella,16,10.0,4,2.0,239.0,41.381,2.174
PrivateRoom,SantMarti,51,9.0,2,1.0,36.0,41.4,2.204
EntireHome,Eixample,33,10.0,2,1.0,331.0,41.393,2.163
EntireHome,Eixample,59,9.0,10,4.0,541.0,41.387,2.153
PrivateRoom,LesCorts,21,9.0,1,1.0,36.0,41.388,2.123
EntireHome,Gracia,3,7.0,4,2.0,282.0,41.397,2.158
EntireHome,Horta,5,7.0,4,2.0,60.0,41.432,2.142
PrivateRoom,SantAndreu,12,9.0,2,1.0,36.0,41.417,2.185
EntireHome,Gracia,171,9.0,6,2.0,108.0,41.4,2.161
PrivateRoom,SantMarti,15,9.0,1,1.0,34.0,41.416,2.216
PrivateRoom,Eixample,18,10.0,2,1.0,36.0,41.376,2.151
EntireHome,Gracia,246,10.0,2,1.0,96.0,41.409,2.158
EntireHome,Eixample,14,9.0,13,4.0,420.0,41.386,2.167
PrivateRoom,SantMarti,7,9.0,1,1.0,50.0,41.39,2.191
EntireHome,SantMarti,6,8.0,5,3.0,72.0,41.412,2.179
PrivateRoom,SantsMontjuic,7,8.0,2,1.0,36.0,41.373,2.162
PrivateRoom,Eixample,64,9.0,4,1.0,38.0,41.379,2.157
PrivateRoom,SantsMontjuic,22,8.0,1,1.0,21.0,41.37,2.142
EntireHome,SantsMontjuic,7,9.0,3,0.0,108.0,41.371,2.165
PrivateRoom,SantMarti,16,9.0,3,2.0,32.0,41.413,2.179
EntireHome,Eixample,8,10.0,2,1.0,72.0,41.394,2.181
EntireHome,CiutatVella,97,9.0,4,2.0,82.0,41.384,2.18
PrivateRoom,Gracia,5,8.0,2,1.0,35.0,41.404,2.17
EntireHome,Eixample,106,9.0,2,1.0,84.0,41.376,2.164
PrivateRoom,Eixample,8,7.0,4,1.0,61.0,41.398,2.171
EntireHome,Eixample,78,9.0,4,1.0,132.0,41.39,2.175
EntireHome,CiutatVella,64,8.0,4,2.0,90.0,41.379,2.173
PrivateRoom,Eixample,145,10.0,2,1.0,60.0,41.389,2.157
EntireHome,Eixample,28,9.0,6,3.0,180.0,41.389,2.17
PrivateRoom,CiutatVella,41,9.0,2,1.0,63.0,41.383,2.182
EntireHome,Eixample,97,9.0,5,2.0,113.0,41.403,2.177
EntireHome,Eixample,5,10.0,4,1.0,102.0,41.399,2.18
EntireHome,SantAndreu,14,6.0,4,2.0,90.0,41.442,2.201
EntireHome,Eixample,13,10.0,6,2.0,121.0,41.387,2.152
EntireHome,CiutatVella,44,9.0,4,1.0,102.0,41.388,2.182
PrivateRoom,NouBarris,4,9.0,2,1.0,36.0,41.446,2.175
PrivateRoom,SantMarti,4,5.0,1,1.0,24.0,41.396,2.206
EntireHome,Gracia,78,10.0,4,2.0,96.0,41.412,2.154
PrivateRoom,SantMarti,5,10.0,1,1.0,31.0,41.401,2.188
PrivateRoom,SantsMontjuic,6,9.0,2,1.0,57.0,41.374,2.164
PrivateRoom,Eixample,7,7.0,3,1.0,30.0,41.382,2.15
PrivateRoom,Eixample,18,8.0,2,1.0,23.0,41.4,2.178
PrivateRoom,Eixample,140,10.0,2,1.0,54.0,41.394,2.165
EntireHome,LesCorts,18,9.0,5,3.0,268.0,41.385,2.139
PrivateRoom,CiutatVella,54,9.0,3,1.0,50.0,41.384,2.179
PrivateRoom,SantsMontjuic,12,9.0,2,1.0,42.0,41.372,2.165
EntireHome,SantsMontjuic,59,9.0,4,2.0,126.0,41.375,2.136
EntireHome,Eixample,24,10.0,4,2.0,192.0,41.393,2.157
PrivateRoom,Eixample,6,10.0,2,1.0,66.0,41.395,2.181
PrivateRoom,SantMarti,33,9.0,2,1.0,36.0,41.412,2.181
PrivateRoom,Gracia,3,10.0,2,1.0,46.0,41.405,2.16
PrivateRoom,Gracia,6,10.0,1,1.0,45.0,41.408,2.15
EntireHome,SantMarti,83,9.0,8,3.0,132.0,41.395,2.199
EntireHome,SantMarti,3,10.0,5,1.0,102.0,41.397,2.201
EntireHome,CiutatVella,4,8.0,2,1.0,84.0,41.38,2.191
EntireHome,SantsMontjuic,98,9.0,4,1.0,102.0,41.375,2.161
EntireHome,CiutatVella,103,10.0,2,0.0,108.0,41.386,2.172
PrivateRoom,Gracia,27,10.0,2,1.0,36.0,41.402,2.154
PrivateRoom,Eixample,30,8.0,3,1.0,71.0,41.377,2.159
PrivateRoom,Eixample,9,10.0,1,1.0,60.0,41.401,2.172
PrivateRoom,CiutatVella,15,10.0,2,1.0,82.0,41.38,2.178
EntireHome,Eixample,7,8.0,5,3.0,117.0,41.381,2.151
EntireHome,SantMarti,11,10.0,3,2.0,132.0,41.407,2.193
PrivateRoom,NouBarris,48,9.0,2,1.0,16.0,41.444,2.175
EntireHome,CiutatVella,10,8.0,4,2.0,204.0,41.377,2.179
EntireHome,Eixample,7,9.0,8,4.0,229.0,41.396,2.162
EntireHome,CiutatVella,5,6.0,8,3.0,422.0,41.377,2.177
EntireHome,Eixample,10,9.0,5,2.0,95.0,41.376,2.161
PrivateRoom,CiutatVella,8,9.0,1,1.0,54.0,41.389,2.178
EntireHome,Eixample,73,10.0,5,2.0,108.0,41.384,2.163
PrivateRoom,CiutatVella,3,6.0,4,1.0,78.0,41.377,2.176
EntireHome,Eixample,3,10.0,2,1.0,481.0,41.396,2.176
PrivateRoom,SantAndreu,7,9.0,1,1.0,36.0,41.417,2.191
PrivateRoom,CiutatVella,27,9.0,4,1.0,72.0,41.384,2.179
PrivateRoom,SantMarti,12,9.0,2,1.0,48.0,41.418,2.215
PrivateRoom,Eixample,95,9.0,2,1.0,70.0,41.389,2.164
EntireHome,Eixample,16,9.0,5,3.0,138.0,41.398,2.167
EntireHome,Gracia,160,9.0,2,1.0,66.0,41.402,2.161
PrivateRoom,Gracia,13,9.0,2,1.0,66.0,41.411,2.153
PrivateRoom,SantMarti,3,10.0,1,1.0,36.0,41.411,2.185
EntireHome,SantsMontjuic,11,10.0,3,2.0,80.0,41.372,2.145
PrivateRoom,LesCorts,3,10.0,3,2.0,90.0,41.385,2.137
EntireHome,Eixample,13,10.0,8,4.0,199.0,41.399,2.171
EntireHome,SantsMontjuic,3,8.0,6,3.0,61.0,41.359,2.137
EntireHome,SantMarti,27,9.0,7,3.0,162.0,41.387,2.198
EntireHome,Eixample,5,9.0,2,2.0,168.0,41.392,2.159
EntireHome,SantMarti,40,10.0,4,2.0,99.0,41.389,2.197
PrivateRoom,SantAndreu,17,9.0,2,1.0,60.0,41.427,2.181
EntireHome,SantMarti,10,9.0,5,2.0,96.0,41.407,2.185
EntireHome,Eixample,118,9.0,5,2.0,78.0,41.376,2.161
EntireHome,Horta,120,9.0,4,0.0,108.0,41.408,2.168
PrivateRoom,SantMarti,10,10.0,3,1.0,36.0,41.406,2.188
EntireHome,SantsMontjuic,3,7.0,4,2.0,136.0,41.378,2.131
PrivateRoom,SantMarti,3,10.0,1,1.0,66.0,41.411,2.213
PrivateRoom,Gracia,60,9.0,2,1.0,35.0,41.405,2.161
EntireHome,SantsMontjuic,240,10.0,2,0.0,114.0,41.371,2.135
EntireHome,Eixample,19,8.0,5,3.0,132.0,41.38,2.159
PrivateRoom,Eixample,33,9.0,2,1.0,24.0,41.387,2.148
PrivateRoom,Eixample,22,9.0,2,1.0,58.0,41.382,2.16
PrivateRoom,Eixample,29,9.0,2,1.0,46.0,41.407,2.178
PrivateRoom,SantsMontjuic,8,8.0,2,1.0,54.0,41.373,2.163
EntireHome,Eixample,5,10.0,5,2.0,167.0,41.383,2.161
PrivateRoom,CiutatVella,3,9.0,4,1.0,96.0,41.38,2.173
PrivateRoom,CiutatVella,25,10.0,1,1.0,48.0,41.379,2.181
EntireHome,SantAndreu,5,9.0,6,2.0,93.0,41.434,2.185
EntireHome,Eixample,13,9.0,2,1.0,96.0,41.402,2.18
EntireHome,Gracia,241,10.0,5,2.0,90.0,41.407,2.156
EntireHome,Eixample,37,9.0,6,2.0,144.0,41.399,2.169
PrivateRoom,CiutatVella,70,9.0,2,1.0,104.0,41.38,2.192
EntireHome,CiutatVella,5,8.0,4,2.0,288.0,41.381,2.171
EntireHome,SantsMontjuic,35,8.0,5,2.0,90.0,41.37,2.148
EntireHome,Eixample,24,9.0,2,0.0,78.0,41.409,2.177
EntireHome,Eixample,20,9.0,5,2.0,138.0,41.387,2.167
PrivateRoom,NouBarris,7,10.0,1,1.0,30.0,41.43,2.182
EntireHome,Eixample,60,9.0,5,3.0,252.0,41.395,2.174
EntireHome,SantAndreu,16,9.0,5,2.0,84.0,41.422,2.191
PrivateRoom,SantsMontjuic,20,8.0,2,1.0,36.0,41.374,2.163
EntireHome,CiutatVella,17,9.0,8,3.0,389.0,41.379,2.178
EntireHome,CiutatVella,58,9.0,2,0.0,96.0,41.381,2.167
EntireHome,Gracia,30,9.0,4,1.0,138.0,41.4,2.158
PrivateRoom,CiutatVella,17,9.0,2,1.0,90.0,41.383,2.171
PrivateRoom,Horta,40,10.0,2,1.0,53.0,41.414,2.177
EntireHome,CiutatVella,4,10.0,5,2.0,199.0,41.38,2.169
EntireHome,Gracia,8,10.0,8,4.0,240.0,41.405,2.151
PrivateRoom,Eixample,24,9.0,2,1.0,53.0,41.387,2.16
PrivateRoom,CiutatVella,38,9.0,2,1.0,66.0,41.379,2.174
EntireHome,Gracia,25,9.0,6,3.0,96.0,41.404,2.151
PrivateRoom,Eixample,52,9.0,2,1.0,36.0,41.405,2.171
PrivateRoom,CiutatVella,34,9.0,2,1.0,54.0,41.383,2.181
PrivateRoom,CiutatVella,11,10.0,2,1.0,84.0,41.38,2.169
EntireHome,Eixample,6,9.0,5,3.0,121.0,41.412,2.175
PrivateRoom,Eixample,60,8.0,4,1.0,70.0,41.377,2.155
PrivateRoom,CiutatVella,70,8.0,2,1.0,41.0,41.387,2.178
EntireHome,Eixample,68,9.0,4,2.0,82.0,41.402,2.175
PrivateRoom,LesCorts,121,9.0,2,1.0,54.0,41.378,2.124
PrivateRoom,Horta,6,9.0,2,1.0,30.0,41.426,2.153
